A00.000 霍乱，由于O1群霍乱弧菌，霍乱生物型所致
G96.100x010 椎管内蛛网膜囊肿
G96.100x013 硬脊膜内囊肿
G96.101 脊膜粘连
G96.103 脑室粘连
G96.104 硬膜外囊肿
G96.800 中枢神经系统其他特指的疾患
G96.800x002 脑叶炎性病变
G96.800x003 营养不良性神经病[营养障碍性神经病]
G96.800x005 类固醇激素反应性慢性淋巴细胞性炎症伴脑桥血管周围强化症[CLIPPERS综合征]
G96.800x006 脊髓损伤后体温调节功能障碍
G96.800x007 海绵窦综合征
G96.900 中枢神经系统疾患
G96.900x002 脑脊髓神经病
G96.900x003 脑脊髓神经根病
G96.900x004 中枢神经系统并发症
G96.901 脑脊髓病
G96.902 中枢性疼痛
G97.000 腰椎穿刺引起的脑脊液漏
G97.100 对腰椎穿刺的其他反应
G97.100x002 腰椎穿刺术后感染
G97.100x003 腰椎穿刺术后脑疝
G97.101 腰椎穿刺术后头痛
G97.200 脑室分流后颅内低压
G97.800 神经系统的其他操作后疾患
G97.800x001 手术后马尾神经损伤
G97.800x002 手术后脑膜膨出
G97.800x003 手术后肢体功能障碍
G97.800x004 手术后瘫痪
G97.800x005 手术后颅内积气
G97.800x006 手术后脑积水
G97.800x008 手术后脑神经损伤
G97.800x009 脑部手术后皮下积液
G97.801 操作后缺氧性脑损害
G97.802 脑血管造影后脑血管痉挛
G97.803 裂隙脑室综合征
G97.900 神经系统的操作后疾患
G92.x00 中毒性脑病
G92.x00x002 急性中毒性脑病
G92.x00x003 慢性中毒性脑病
G92.x01 一氧化碳中毒性脑病
G92.x02 一氧化碳中毒迟发性脑病
G98.x00 神经系统的其他疾患，不可归类在他处者
G98.x00x001 神经系统病变
G98.x00x002 神经系统萎缩
H00.000 睑腺炎和眼睑的其他深部炎症
H00.000x001 眼睑疖肿
H00.001 睑腺炎
H00.002 眼睑脓肿
H00.003 眼睑蜂窝织炎
H00.100 睑板腺囊肿
H01.000 睑缘炎
H01.100 眼睑的非感染性皮肤病
H01.100x003 眼睑变应性皮炎
H01.100x004 眼睑接触性皮炎
H01.100x005 眼睑湿疹性皮炎
H01.100x006 眼睑盘形红斑狼疮性皮炎
H01.100x007 眼睑干皮病
H01.101 眼睑皮炎
H01.800 眼睑其他特指的炎症
H01.801 眼睑瘘
H01.802 眼睑肉芽肿
H01.900 眼睑炎症
H01.901 眼睑炎性假瘤
H02.000 睑内翻和倒睫
H02.000x004 瘢痕性睑内翻
H02.001 先天性倒睫
H02.002 瘢痕性倒睫
H02.003 睑内翻
H02.004 倒睫
H02.100 睑外翻
H02.101 麻痹性睑外翻
H02.102 瘢痕性睑外翻
H02.103 老年性睑外翻
H02.200 兔眼
H02.300 眼睑皮肤松弛症
H02.300x004 下睑袋
H02.301 眼睑皮赘
H02.400 上睑下垂
H02.500 影响眼睑功能的其他疾患
H02.500x008 睑板腺功能障碍
H02.501 睑裂狭小
H02.502 睑缘粘连
H02.503 眼睑退缩
H02.504 眼睑粘连性瘢痕
H02.506 眼睑闭锁
H02.600 睑黄斑瘤
H02.700 眼睑和眼周区域的其他变性性疾患
H02.700x001 睑板腺脂肪变性
H02.700x008 眼睑白癜风
H02.702 眼睑萎缩
H02.703 眼睑坏死
H02.704 眼睑黄褐斑
H02.705 眼睑睫毛脱落
H02.800 眼睑其他特指的疾患
H02.800x011 眼睑皮脂腺囊肿
H02.800x014 内眦移位
H02.800x016 外眦移位
H02.800x018 眼睑皮下淤血
H02.801 眼睑多毛症
H02.802 乱睫
H02.803 眼睑角化病
H02.804 后天性眼睑畸形
H02.805 眼睑结石
H02.806 眼睑水肿
H02.807 后天性眼内眦畸形
H02.808 陈旧性眼睑异物
H02.809 后天性眼外眦畸形
H02.810 眼睑出血
H02.811 眼睑黑变病
H02.812 眼睑囊肿
H02.813 眼睑新生物
H02.900 眼睑疾患
H02.900x003 眼睑细胞组织增生症
H02.901 眼睑肿物
H04.000 泪腺炎
H04.000x004 慢性泪腺肥大
H04.001 急性泪腺炎
H04.002 慢性泪腺炎
H04.003 泪腺炎性假瘤
H04.100 泪腺的其他疾患
H04.101 泪液分泌过少
H04.102 泪腺脱垂
H04.103 干眼综合征
H04.104 泪腺萎缩
H04.105 泪腺囊肿
H04.200 溢泪
H04.300 泪道急性炎症
H04.300x004 泪囊炎
H04.300x005 泪小管炎
H04.302 急性泪囊炎
H04.303 泪囊脓肿
H04.304 急性泪囊周围炎
H04.305 急性泪小管炎
H04.400 泪道慢性炎症
H04.401 慢性泪囊炎
H04.402 慢性泪小管炎
H04.500 泪道狭窄和关闭不全
H04.500x001 泪小点闭塞
H04.500x004 泪道狭窄
H04.501 泪道关闭不全
H04.502 泪小点外翻
H04.503 鼻泪管阻塞
H04.504 鼻泪管闭锁
H04.505 泪小管阻塞
H04.506 泪小点狭窄
H04.507 泪石
H04.508 鼻泪管狭窄
H04.509 泪道阻塞
H04.600 泪道的其他改变
H04.600x003 泪囊粘液囊肿
H04.601 泪囊囊肿
H04.602 泪囊瘘
H04.603 泪小管瘘
H04.604 泪管肉芽肿
H04.800 泪器系的其他疾患
H04.800x002 泪小管息肉
H04.800x003 泪囊憩室
H04.801 泪小管断裂
H04.900 泪器系疾患
H04.900x001 泪腺肿物
H04.901 泪囊肿物
H05.000 眼眶急性炎症
H05.000x002 眼眶脓肿
H05.000x006 眼眶感染
H05.001 眶蜂窝织炎
H05.002 眼球筋膜炎
H05.003 眼眶骨髓炎
H05.004 眼眶内脓肿
H05.005 眼眶骨膜炎
H05.100 眼眶慢性炎性疾患
H05.100x003 眼眶非特异性炎症
H05.100x005 眼球后炎
H05.100x008 眼眶慢性炎症
H05.101 眼眶内肉芽肿
H05.102 眶内炎
H05.103 眼眶炎性假瘤
H05.104 眶肌炎
H05.200 突眼性情况
H05.201 眼球突出
H05.202 眼球移位
H05.203 眼眶出血
H05.204 眶内血肿
H05.205 眼眶水肿
H05.300 眼眶畸形
H05.300x003 眼眶外生骨疣
H05.301 眼眶萎缩
H05.400 眼球内陷
H05.500 眼眶贯通伤后残留（陈旧性）异物
H05.500x001 陈旧性眶内异物
H05.500x002 陈旧性球后异物
H05.800 眼眶的其他疾患
H05.800x002 眼眶粘液囊肿
H05.800x003 眶内上皮样囊肿
H05.800x005 眼眶溃疡
H05.800x006 眼眶瘘管
H05.801 眼眶囊肿
H05.802 眶脂肪脱垂
H05.900 眼眶疾患
H05.900x002 眶内肿物
H05.900x003 眶外肿物
H05.900x004 眶上肿物
H05.901 眼眶肿物
H10.000 黏液脓性结膜炎
H10.100 急性变应性结膜炎
H10.101 变应性结膜炎
H10.102 春季角结膜炎
H10.103 泡性结膜炎
H10.200 急性结膜炎，其他的
H10.200x001 急性卡他性结膜炎
H10.300 急性结膜炎
H10.400 慢性结膜炎
H10.401 结膜肉芽肿
H10.500 睑缘结膜炎
H10.500x001 眼眦脓肿
H10.800 结膜炎，其他的
H10.800x001 感染性结膜炎
H10.801 结膜溃疡
H10.900 结膜炎
H10.901 细菌性结膜炎
H11.000 翼状胬肉
H11.100 结膜变性和沉着物
H11.100x001 结膜变性
H11.100x007 结膜黑变病
H11.101 结膜沉着物
H11.102 睑裂斑
H11.103 结膜铁质沉着症
H11.104 结膜干燥
H11.105 结膜结石
H11.106 结膜角化
H11.107 结膜银质沉着病
H11.108 结膜色素沉着病
H11.200 结膜瘢痕
H11.201 睑球粘连
H11.300 结膜出血
H11.301 结膜下出血
H11.400 结膜血管疾患和囊肿，其他的
H11.401 结膜囊肿
H11.402 结膜水肿
H11.403 结膜充血
H11.404 结膜动脉瘤
H11.405 结膜血管增生
H11.800 结膜其他特指的疾患
H11.800x005 结膜囊挛缩
H11.800x006 结膜囊狭窄
H11.801 结膜淋巴管扩张
H11.802 假性翼状胬肉
H11.803 角结膜增生
H11.804 结膜囊畸形
H11.805 结膜松弛
H11.806 结膜息肉
H11.807 结膜脱垂
H11.808 结膜溶解
H11.900 结膜疾患
H11.901 结膜肿物
H15.000 巩膜炎
H15.000x002 巩膜脓肿
H15.001 巩膜溃疡
H15.100 巩膜外层炎
H15.800 巩膜的其他疾患
H15.800x008 巩膜缺损
H15.800x009 巩膜钙化
H15.800x010 巩膜膨隆
H15.801 巩膜囊肿
H15.802 巩膜黑变病
H15.803 巩膜葡萄肿
H15.804 巩膜肉芽肿
H15.805 巩膜粘连
H15.806 巩膜坏死
H15.900 巩膜疾患
H16.000 角膜溃疡
H16.000x001 病毒性角膜溃疡
H16.000x006 环形角膜溃疡
H16.000x010 角膜糜烂
H16.001 角膜溃疡性穿孔
H16.002 中心性角膜溃疡
H16.003 蚕蚀性角膜溃疡
H16.004 边缘性角膜溃疡
H16.005 前房积脓性角膜溃疡
H16.006 细菌性角膜溃疡
H16.007 角膜穿孔
H16.100 浅层角膜炎,其他不伴有结膜炎的
H16.100x004 晕性角膜炎
H16.100x005 星状角膜炎
H16.100x006 条纹状角膜炎
H16.100x007 钱币状角膜炎
H16.100x008 光敏性角膜炎
H16.100x009 雪盲
H16.101 电光性眼炎
H16.102 浅层点状角膜炎
H16.103 丝状角膜炎
H16.200 角膜结膜炎
H16.200x001 暴露性角膜结膜炎
H16.200x006 结节性眼炎
H16.201 小泡性角膜结膜炎
H16.203 神经营养性角膜结膜炎
H16.204 浅层角膜结膜炎
H16.205 暴露性角膜炎
H16.300 基质层和深层角膜炎
H16.300x004 硬化性角膜炎
H16.300x005 角膜基质炎
H16.301 深层角膜炎
H16.302 角膜脓肿
H16.303 科根综合征
H16.400 角膜新血管形成
H16.401 角膜血管翳
H16.402 角膜血管影
H16.800 角膜炎，其他的
H16.800x003 疫苗接种角膜炎
H16.800x005 粘连性角膜炎
H16.800x006 反应性角膜炎
H16.800x010 束状角膜炎
H16.800x014 陈旧性角膜炎
H16.801 药物性角膜结膜炎
H16.802 大泡性角膜炎
H16.803 细菌性角膜炎
H16.804 化脓性角膜炎
H16.805 神经麻痹性角膜炎
H16.900 角膜炎
H17.000 粘连性白斑
H17.100 角膜混浊，其他中心性
H17.800 角膜瘢痕和混浊，其他的
H17.801 角膜白斑
H17.802 角膜云翳
H17.803 角膜斑翳
H17.900 角膜瘢痕和混浊
H17.901 角膜瘢痕
H17.902 角膜混浊
H18.000 角膜色素沉着和沉着物
H18.000x004 角膜Kayser-Fleischer环[凯泽-弗莱舍尔环]
H18.000x005 克鲁肯贝格梭
H18.000x006 施特里线
H18.001 角膜沉着物
H18.002 角膜黑变病
H18.003 角膜血染
H18.100 大泡性角膜病变
H18.200 角膜水肿，其他的
H18.300 角膜层改变
H18.300x001 特塞梅特膜皱折
H18.300x002 特塞梅特膜破裂
H18.400 角膜变性
H18.400x003 角膜角化病
H18.400x004 角膜软化症
H18.401 角膜老年环
H18.402 带状角膜病变
H18.403 Salzmann结节状角膜变性
H18.404 边缘性角膜变性
H18.405 滴状角膜
H18.500 遗传性角膜营养不良
H18.500x005 颗粒状角膜基质营养不良
H18.500x007 斑状角膜营养不良
H18.501 上皮基底膜营养不良
H18.502 角膜营养不良
H18.504 格子状角膜营养不良
H18.506 Fuchs角膜内皮营养不良
H18.600 圆锥角膜
H18.700 角膜畸形，其他的
H18.700x005 角膜突出
H18.701 角膜葡萄肿
H18.702 角膜后弹性层膨出
H18.800 角膜其他特指的疾患
H18.800x005 角膜切口瘘
H18.800x007 角膜炎性肿物
H18.800x009 角膜上皮损伤
H18.800x012 角膜知觉减退
H18.800x014 角膜内皮炎
H18.801 角膜溶解
H18.802 角膜囊肿
H18.803 角膜干燥症
H18.804 复发性角膜糜烂
H18.805 角膜皮赘
H18.806 角膜上皮脱落
H18.807 角膜结膜化
H18.808 角膜内皮失代偿
H18.900 角膜疾患
H18.901 角膜肿物
H20.000 急性和亚急性虹膜睫状体炎
H20.000x003 前房积脓
H20.000x004 急性虹膜睫状体炎
H20.001 亚急性虹膜睫状体炎
H20.002 复发性虹膜睫状体炎
H20.003 变态反应性虹膜睫状体炎
H20.004 前房积脓性虹膜睫状体炎
H20.100 慢性虹膜睫状体炎
H20.100x002 慢性虹膜炎
H20.101 慢性眼色素膜炎
H20.102 肉芽肿性葡萄膜炎
H20.200 晶体诱发性虹膜睫状体炎
H20.200x001 晶状体相关性葡萄膜炎
H20.800 虹膜睫状体炎，其他的
H20.801 眼色素层脑膜炎
H20.802 创伤性虹膜睫状体炎
H20.803 Fuchs综合征
H20.804 虹膜脓肿
H20.900 虹膜睫状体炎
H20.900x002 虹膜炎
H20.900x004 葡萄膜炎[色素膜炎]
H20.900x006 陈旧性葡萄膜炎
H20.901 角膜葡萄膜炎
H21.000 前房积血
H21.002 虹膜出血
H21.003 睫状体出血
H21.100 虹膜和睫状体的其他血管疾患
H21.101 虹膜新生血管
H21.102 虹膜红变
H21.103 睫状体新生血管
H21.104 前房角新生血管
H21.200 虹膜和睫状体变性
H21.200x005 缩瞳性瞳孔囊肿
H21.200x006 虹膜半透明
H21.200x007 瞳孔缘变性
H21.200x008 特发性虹膜萎缩
H21.200x009 进行性虹膜萎缩
H21.201 虹膜萎缩
H21.202 虹膜变性
H21.203 虹膜劈裂症
H21.204 睫状体变性
H21.300 虹膜睫状体和前房囊肿
H21.300x005 炎症渗出性虹膜囊肿
H21.300x006 外伤植入性虹膜囊肿
H21.300x007 寄生虫性虹膜囊肿
H21.300x008 炎症渗出性睫状体囊肿
H21.300x009 外伤植入性睫状体囊肿
H21.300x010 寄生虫性睫状体囊肿
H21.300x011 炎症渗出性前房囊肿
H21.300x012 外伤植入性前房囊肿
H21.300x013 寄生虫性前房囊肿
H21.301 虹膜囊肿
H21.302 睫状体囊肿
H21.303 前房囊肿
H21.400 瞳孔膜
H21.401 瞳孔闭锁
H21.402 瞳孔闭合
H21.403 虹膜膨隆
H21.500 虹膜和睫状体的其他粘连和破裂
H21.500x003 虹膜根部离断
H21.500x004 虹膜前粘连
H21.500x011 瞳孔前粘连
H21.500x013 虹膜后粘连
H21.500x015 睫状体脱离
H21.501 虹膜离断
H21.502 虹膜粘连
H21.503 睫状体离断
H21.504 瞳孔后粘连
H21.505 瞳孔移位
H21.506 前房角后退
H21.507 前房角粘连
H21.508 前房角破裂
H21.510 陈旧性虹膜睫状体炎
H21.800 虹膜和睫状体其他特指的疾患
H21.800x001 前房积液
H21.801 虹膜前增殖膜
H21.802 虹膜脱出
H21.900 虹膜和睫状体疾患
H21.901 虹膜肿物
H25.000 老年性初期白内障
H25.000x002 前极白内障
H25.000x003 冠状老年性白内障
H25.000x005 点状老年性白内障
H25.000x006 后极白内障
H25.000x007 皮质性白内障初发期
H25.001 后囊下白内障
H25.002 皮质性白内障成熟期
H25.004 皮质性白内障膨胀期
H25.100 老年核性白内障
H25.200 老年性白内障，莫尔加尼型
H25.800 老年性白内障，其他的
H25.800x001 其他的老年性白内障
H25.800x002 联合性老年性白内障
H25.900 老年性白内障
H26.000 婴儿、幼年和老年前期白内障
H26.000x001 早老性白内障
H26.000x002 青年期白内障
H26.000x005 发育性白内障
H26.001 婴儿期白内障
H26.002 幼年性白内障
H26.003 老年前期白内障
H26.100 外伤性白内障
H26.100x002 晶体后囊膜破裂
H26.200 并发性白内障
H26.200x005 慢性虹膜睫状体炎性白内障
H26.201 虹膜异色性白内障
H26.202 青光眼性白内障
H26.300 药物性白内障
H26.300x001 激素性白内障
H26.300x004 三硝基甲苯性白内障
H26.301 中毒性白内障
H26.400 后发性白内障
H26.400x002 继发性白内障
H26.400x003 膜性白内障
H26.401 泽默林环
H26.800 白内障，其他特指的
H26.801 混合性白内障
H26.802 放射性白内障
H26.900 白内障
H26.901 晶体混浊
H27.000 无晶状体
H27.100 晶状体脱位
H27.101 晶状体半脱位
H27.102 晶状体全脱位
H27.800 晶状体其他特指的疾患
H27.800x001 真性晶状体囊膜剥脱
H27.900 晶状体疾患
H30.000 局灶性脉络膜视网膜炎
H30.000x002 渗出性脉络膜炎
H30.000x004 局灶性脉络膜炎
H30.000x005 局灶性视网膜炎
H30.001 近乳头性脉络膜视网膜炎
H30.100 播散性脉络膜视网膜炎
H30.100x002 播散性视网膜炎
H30.100x003 播散性脉络膜炎
H30.200 后睫状体炎
H30.201 睫状体平坦部炎
H30.800 脉络膜视网膜炎，其他的
H30.800x002 急性视网膜色素上皮炎
H30.801 原田病
H30.900 脉络膜视网膜炎
H30.900x001 陈旧性脉络膜视网膜炎
H30.900x002 结节性脉络膜炎
H30.901 视神经视网膜炎
H30.902 脉络膜炎
H30.903 视网膜炎
H31.000 脉络膜视网膜瘢痕
H31.000x001 视网膜瘢痕
H31.000x002 日光性视网膜病
H31.000x004 炎症后黄斑瘢痕
H31.000x005 外伤后黄斑瘢痕
H31.100 脉络膜变性
H31.101 脉络膜萎缩
H31.102 脉络膜硬化
H31.200 遗传性脉络膜营养障碍
H31.200x002 无脉络膜症
H31.200x003 中心小区性脉络膜营养不良
H31.200x004 广泛性脉络膜营养不良
H31.200x005 视乳头周围脉络膜营养不良
H31.200x006 回旋状脉络膜萎缩
H31.300 脉络膜出血和破裂
H31.300x004 驱逐性脉络膜出血
H31.301 脉络膜破裂
H31.302 脉络膜出血
H31.400 脉络膜脱离
H31.400x003 化脓性脉络膜脱离
H31.401 出血性脉络膜脱离
H31.402 手术后脉络膜脱离
H31.403 创伤性脉络膜脱离
H31.404 渗出性脉络膜脱离
H31.800 脉络膜其他特指的疾患
H31.800x001 脉络膜缺血
H31.800x002 脉络膜渗出
H31.800x003 脉络膜水肿
H31.800x004 特发性息肉样脉络膜血管病变
H31.801 葡萄膜渗漏综合征
H31.802 脉络膜新生血管
H31.900 脉络膜疾患
H31.901 脉络膜肿物
H33.000 视网膜脱离伴视网膜断裂
H33.000x005 巨大裂孔性视网膜脱离
H33.000x006 脉络膜脱离型视网膜脱离
H33.000x007 黄斑裂孔性视网膜脱离
H33.001 孔源性视网膜脱离
H33.002 锯齿缘离断
H33.100 视网膜劈裂症及视网膜囊肿
H33.100x004 假性视网膜囊肿
H33.100x005 寄生虫性视网膜囊肿
H33.100x006 锯齿缘囊肿
H33.101 视网膜囊肿
H33.102 视网膜劈裂症
H33.200 浆液性视网膜脱离
H33.200x002 出血性视网膜脱离
H33.200x004 渗出性视网膜脱离
H33.300 视网膜断裂不伴有脱离
H33.300x006 视网膜撕裂
H33.301 视网膜缺损
H33.302 创伤性视网膜裂孔
H33.303 视网膜破裂
H33.304 视网膜裂孔
H33.400 牵引性视网膜脱离
H33.401 增生性玻璃体视网膜病伴视网膜脱离
H33.500 视网膜脱离,其他的
H33.500x002 大泡性视网膜脱离
H33.500x006 医源性视网膜脱离
H33.500x008 局限性视网膜脱离
H33.501 继发性视网膜脱离
H33.502 陈旧性视网膜脱离
H33.503 创伤性视网膜脱离
H33.504 复发性视网膜脱离
H33.506 原发性视网膜脱离
H34.000 短暂性视网膜动脉阻塞
H34.100 视网膜中央动脉阻塞
H34.200 视网膜动脉阻塞,其他的
H34.200x002 视网膜血管痉挛
H34.200x004 视网膜粥样栓塞[侯兰荷思特斑]
H34.200x005 视网膜微栓塞
H34.201 视网膜部分性动脉阻塞
H34.202 视网膜分支动脉阻塞
H34.203 视网膜动脉供血不足
H34.204 视网膜动脉栓塞
H34.800 视网膜血管阻塞，其他的
H34.800x001 颞上支静脉阻塞
H34.801 视网膜分支静脉阻塞
H34.802 视网膜静脉阻塞
H34.803 视网膜中心性静脉阻塞
H34.804 视网膜部分性静脉阻塞
H34.900 未特指的视网膜血管阻塞
H34.900x001 视网膜血管阻塞
H35.000 背景性视网膜病变和视网膜血管改变
H35.000x004 肾病眼底改变
H35.000x014 视网膜血管白鞘
H35.000x017 缺血性视网膜病变
H35.000x019 急性区域性隐匿性外层视网膜病变
